musicname,artistname,diff,difficult,level,puc_count
Another Chapter,からとP feat.リた☆,EXH,2,14,23
Another Chapter,からとP feat.リた☆,MXM,3,17,12
Liévre -blanche-,Diartzh,NOV,0,5,6
Liévre -blanche-,Diartzh,ADV,1,12,4
Liévre -blanche-,Diartzh,EXH,2,14,35
Liévre -blanche-,Diartzh,MXM,3,17,19
まじかる生主＠りすなちゃん,DJ SHARPNEL feat. みらい,NOV,0,6,8
まじかる生主＠りすなちゃん,DJ SHARPNEL feat. みらい,ADV,1,12,4
まじかる生主＠りすなちゃん,DJ SHARPNEL feat. みらい,EXH,2,15,44
まじかる生主＠りすなちゃん,DJ SHARPNEL feat. みらい,GRV,5,18,3
Black night,Noah,NOV,0,6,7
Black night,Noah,ADV,1,13,16
Black night,Noah,EXH,2,15,22
Black night,Noah,MXM,3,18,23
Burning Spark!,uma & nmk feat. 橘花音,NOV,0,5,9
Burning Spark!,uma & nmk feat. 橘花音,ADV,1,11,8
Burning Spark!,uma & nmk feat. 橘花音,EXH,2,13,26
Burning Spark!,uma & nmk feat. 橘花音,MXM,3,16,26
灼熱のBlazin' Beat,CielArc,NOV,0,4,12
灼熱のBlazin' Beat,CielArc,ADV,1,10,7
灼熱のBlazin' Beat,CielArc,EXH,2,13,34
灼熱のBlazin' Beat,CielArc,MXM,3,16,11
Let's Bounce !!,"BEMANI Sound Team ""Sota F.""",NOV,0,3,18
Let's Bounce !!,"BEMANI Sound Team ""Sota F.""",ADV,1,9,7
Let's Bounce !!,"BEMANI Sound Team ""Sota F.""",EXH,2,13,9
Let's Bounce !!,"BEMANI Sound Team ""Sota F.""",MXM,3,16,4
MAXIVCORD,"BEMANI Sound Team ""dj TAKA""",NOV,0,5,8
MAXIVCORD,"BEMANI Sound Team ""dj TAKA""",ADV,1,11,5
MAXIVCORD,"BEMANI Sound Team ""dj TAKA""",EXH,2,14,11
MAXIVCORD,"BEMANI Sound Team ""dj TAKA""",MXM,3,17,6
Sleepless days,猫叉Master feat.Mayumi Morinaga,NOV,0,4,18
Sleepless days,猫叉Master feat.Mayumi Morinaga,ADV,1,10,11
Sleepless days,猫叉Master feat.Mayumi Morinaga,EXH,2,14,54
Sleepless days,猫叉Master feat.Mayumi Morinaga,MXM,3,17,79
Rejoin,"BEMANI Sound Team ""HuΣeR feat.PON""",NOV,0,5,8
Rejoin,"BEMANI Sound Team ""HuΣeR feat.PON""",ADV,1,11,3
Rejoin,"BEMANI Sound Team ""HuΣeR feat.PON""",EXH,2,14,16
Rejoin,"BEMANI Sound Team ""HuΣeR feat.PON""",MXM,3,17,8
Life is beautiful,"BEMANI Sound Team ""猫叉Master""",NOV,0,6,7
Life is beautiful,"BEMANI Sound Team ""猫叉Master""",ADV,1,11,6
Life is beautiful,"BEMANI Sound Team ""猫叉Master""",EXH,2,14,8
Life is beautiful,"BEMANI Sound Team ""猫叉Master""",MXM,3,17,4
Prey,"BEMANI Sound Team ""Dustup""",NOV,0,6,7
Prey,"BEMANI Sound Team ""Dustup""",ADV,1,13,3
Prey,"BEMANI Sound Team ""Dustup""",EXH,2,16,6
Prey,"BEMANI Sound Team ""Dustup""",MXM,3,18,4
風鈴花火,"BEMANI Sound Team ""劇団レコード""feat.結良まり",NOV,0,4,19
風鈴花火,"BEMANI Sound Team ""劇団レコード""feat.結良まり",ADV,1,10,7
風鈴花火,"BEMANI Sound Team ""劇団レコード""feat.結良まり",EXH,2,13,33
風鈴花火,"BEMANI Sound Team ""劇団レコード""feat.結良まり",MXM,3,16,29
Puberty Dysthymia,"BEMANI Sound Team ""person09""",NOV,0,6,11
Puberty Dysthymia,"BEMANI Sound Team ""person09""",ADV,1,12,2
Puberty Dysthymia,"BEMANI Sound Team ""person09""",EXH,2,15,8
Puberty Dysthymia,"BEMANI Sound Team ""person09""",MXM,3,18,3
星座が恋した瞬間を。,"BEMANI Sound Team ""DJ TOTTO feat.MarL""",NOV,0,5,6
星座が恋した瞬間を。,"BEMANI Sound Team ""DJ TOTTO feat.MarL""",ADV,1,11,7
星座が恋した瞬間を。,"BEMANI Sound Team ""DJ TOTTO feat.MarL""",EXH,2,14,23
星座が恋した瞬間を。,"BEMANI Sound Team ""DJ TOTTO feat.MarL""",MXM,3,17,40
SUPER SUMMER SALE,"BEMANI Sound Team ""U1 overground""",NOV,0,5,7
SUPER SUMMER SALE,"BEMANI Sound Team ""U1 overground""",ADV,1,11,9
SUPER SUMMER SALE,"BEMANI Sound Team ""U1 overground""",EXH,2,15,25
SUPER SUMMER SALE,"BEMANI Sound Team ""U1 overground""",MXM,3,18,8
Lunatic Sprinter,さわわ,NOV,0,6,7
Lunatic Sprinter,さわわ,ADV,1,12,3
Lunatic Sprinter,さわわ,EXH,2,15,8
Lunatic Sprinter,さわわ,MXM,3,18,6
蓬莱フェスティボー,溝口ゆうま feat. みこ♡なち♡あい,NOV,0,5,8
蓬莱フェスティボー,溝口ゆうま feat. みこ♡なち♡あい,ADV,1,11,9
蓬莱フェスティボー,溝口ゆうま feat. みこ♡なち♡あい,EXH,2,15,16
蓬莱フェスティボー,溝口ゆうま feat. みこ♡なち♡あい,MXM,3,17,8
Breakin' Asia,かたぎり,NOV,0,6,6
Breakin' Asia,かたぎり,ADV,1,13,3
Breakin' Asia,かたぎり,EXH,2,16,26
Breakin' Asia,かたぎり,MXM,3,18,23
4NT1 D34D,N-Driver,NOV,0,4,15
4NT1 D34D,N-Driver,ADV,1,9,15
4NT1 D34D,N-Driver,EXH,2,13,23
4NT1 D34D,N-Driver,MXM,3,16,17
Beyond the BLUE,Ayato × sak × 田島千種,NOV,0,6,7
Beyond the BLUE,Ayato × sak × 田島千種,ADV,1,13,15
Beyond the BLUE,Ayato × sak × 田島千種,EXH,2,16,12
Beyond the BLUE,Ayato × sak × 田島千種,MXM,3,18,13
No way,影虎。,NOV,0,5,6
No way,影虎。,ADV,1,11,9
No way,影虎。,EXH,2,14,30
No way,影虎。,MXM,3,17,13
Coldlapse,Aoi vs. r0y,NOV,0,5,7
Coldlapse,Aoi vs. r0y,ADV,1,12,7
Coldlapse,Aoi vs. r0y,EXH,2,15,43
Coldlapse,Aoi vs. r0y,MXM,3,17,14
嘘とぬいぐるみ(EXIT TUNES),Dixie Flatline,NOV,0,3,23
嘘とぬいぐるみ(EXIT TUNES),Dixie Flatline,ADV,1,8,10
嘘とぬいぐるみ(EXIT TUNES),Dixie Flatline,EXH,2,13,27
嘘とぬいぐるみ(EXIT TUNES),Dixie Flatline,MXM,3,16,20
異世界ノットパンピー(EXIT TUNES),164 feat.GUMI,NOV,0,4,15
異世界ノットパンピー(EXIT TUNES),164 feat.GUMI,ADV,1,10,4
異世界ノットパンピー(EXIT TUNES),164 feat.GUMI,EXH,2,13,23
異世界ノットパンピー(EXIT TUNES),164 feat.GUMI,MXM,3,16,31
Akzeriyyuth,Team&Dj Grimoire,NOV,0,6,69
Akzeriyyuth,Team&Dj Grimoire,ADV,1,13,10
Akzeriyyuth,Team&Dj Grimoire,EXH,2,15,23
Akzeriyyuth,Team&Dj Grimoire,MXM,3,18,58
マイネ・クライネ・ナハトムジーク,Die Ellipse (deli. with 倉田美和),NOV,0,4,14
マイネ・クライネ・ナハトムジーク,Die Ellipse (deli. with 倉田美和),ADV,1,10,4
マイネ・クライネ・ナハトムジーク,Die Ellipse (deli. with 倉田美和),EXH,2,13,21
マイネ・クライネ・ナハトムジーク,Die Ellipse (deli. with 倉田美和),MXM,3,16,6
PROVOES*PROPOSE <<êl fine>>,"Yu_Asahina as ""papyrus""",NOV,0,6,10
PROVOES*PROPOSE <<êl fine>>,"Yu_Asahina as ""papyrus""",ADV,1,13,3
PROVOES*PROPOSE <<êl fine>>,"Yu_Asahina as ""papyrus""",EXH,2,16,12
PROVOES*PROPOSE <<êl fine>>,"Yu_Asahina as ""papyrus""",GRV,5,18,1
Princess K,Retropolitaliens(Ms.+駄々子),NOV,0,4,14
Princess K,Retropolitaliens(Ms.+駄々子),ADV,1,10,11
Princess K,Retropolitaliens(Ms.+駄々子),EXH,2,13,47
Princess K,Retropolitaliens(Ms.+駄々子),MXM,3,16,39
Nostalgic Blood of the Strife,Laur,NOV,0,6,8
Nostalgic Blood of the Strife,Laur,ADV,1,13,7
Nostalgic Blood of the Strife,Laur,EXH,2,16,10
Nostalgic Blood of the Strife,Laur,MXM,3,18,2
Night Rockin' Bird,kanone,NOV,0,5,8
Night Rockin' Bird,kanone,ADV,1,12,4
Night Rockin' Bird,kanone,EXH,2,14,18
Night Rockin' Bird,kanone,MXM,3,18,41
Tic Exe,Se-U-Ra,NOV,0,5,12
Tic Exe,Se-U-Ra,ADV,1,11,5
Tic Exe,Se-U-Ra,EXH,2,14,28
Tic Exe,Se-U-Ra,MXM,3,17,29
Venomous Firefly,かめりあ,NOV,0,6,9
Venomous Firefly,かめりあ,ADV,1,13,2
Venomous Firefly,かめりあ,EXH,2,16,5
Venomous Firefly,かめりあ,MXM,3,18,1
Invisible Bullets,brz1128,NOV,0,5,13
Invisible Bullets,brz1128,ADV,1,12,5
Invisible Bullets,brz1128,EXH,2,15,15
Invisible Bullets,brz1128,MXM,3,17,30
ラキラキ,Mutsuhiko Izumi & S-C-U,NOV,0,5,6
ラキラキ,Mutsuhiko Izumi & S-C-U,ADV,1,11,5
ラキラキ,Mutsuhiko Izumi & S-C-U,EXH,2,14,20
ラキラキ,Mutsuhiko Izumi & S-C-U,MXM,3,17,6
虹色の花,Akhuta y OJ,NOV,0,5,8
虹色の花,Akhuta y OJ,ADV,1,10,5
虹色の花,Akhuta y OJ,EXH,2,13,19
虹色の花,Akhuta y OJ,MXM,3,16,14
創世ノート,PON+wac,NOV,0,6,8
創世ノート,PON+wac,ADV,1,12,4
創世ノート,PON+wac,EXH,2,15,19
創世ノート,PON+wac,MXM,3,17,10
晴天Bon Voyage,TOMOSUKE × seiya-murai feat. ALT,NOV,0,4,16
晴天Bon Voyage,TOMOSUKE × seiya-murai feat. ALT,ADV,1,10,8
晴天Bon Voyage,TOMOSUKE × seiya-murai feat. ALT,EXH,2,13,17
晴天Bon Voyage,TOMOSUKE × seiya-murai feat. ALT,MXM,3,16,7
STULTI,MAX MAXIMIZER VS DJ TOTTO,NOV,0,6,10
STULTI,MAX MAXIMIZER VS DJ TOTTO,ADV,1,13,6
STULTI,MAX MAXIMIZER VS DJ TOTTO,EXH,2,16,4
STULTI,MAX MAXIMIZER VS DJ TOTTO,MXM,3,18,0
Synergy For Angels,TAG×U1-ASAMi,NOV,0,5,8
Synergy For Angels,TAG×U1-ASAMi,ADV,1,12,7
Synergy For Angels,TAG×U1-ASAMi,EXH,2,14,15
Synergy For Angels,TAG×U1-ASAMi,MXM,3,17,9
GAIA,猫叉L.E.D.Master+,NOV,0,6,12
GAIA,猫叉L.E.D.Master+,ADV,1,12,5
GAIA,猫叉L.E.D.Master+,EXH,2,15,7
GAIA,猫叉L.E.D.Master+,MXM,3,18,15
お米の美味しい炊き方、そしてお米を食べることによるその効果。,大日本鉄倶楽部【あさき＆９６】,NOV,0,6,15
お米の美味しい炊き方、そしてお米を食べることによるその効果。,大日本鉄倶楽部【あさき＆９６】,ADV,1,11,7
お米の美味しい炊き方、そしてお米を食べることによるその効果。,大日本鉄倶楽部【あさき＆９６】,EXH,2,15,25
お米の美味しい炊き方、そしてお米を食べることによるその効果。,大日本鉄倶楽部【あさき＆９６】,MXM,3,18,32
Empathetic,Sota÷Des,NOV,0,6,7
Empathetic,Sota÷Des,ADV,1,11,3
Empathetic,Sota÷Des,EXH,2,13,23
Empathetic,Sota÷Des,MXM,3,17,14
Elemental Creation,dj TAKA meets DJ YOSHITAKA,NOV,0,7,21
Elemental Creation,dj TAKA meets DJ YOSHITAKA,ADV,1,14,13
Elemental Creation,dj TAKA meets DJ YOSHITAKA,EXH,2,17,8
Elemental Creation,dj TAKA meets DJ YOSHITAKA,MXM,3,19,3
Taiko Drum Monster,steμ feat. siroa「太鼓の達人」より,NOV,0,6,20
Taiko Drum Monster,steμ feat. siroa「太鼓の達人」より,ADV,1,13,6
Taiko Drum Monster,steμ feat. siroa「太鼓の達人」より,EXH,2,16,9
Taiko Drum Monster,steμ feat. siroa「太鼓の達人」より,MXM,3,18,2
Xevel,Tatsh「CHUNITHM」より,NOV,0,6,31
Xevel,Tatsh「CHUNITHM」より,ADV,1,13,13
Xevel,Tatsh「CHUNITHM」より,EXH,2,16,26
Xevel,Tatsh「CHUNITHM」より,MXM,3,18,3
逆月,"BEMANI Sound Team ""HuΣeR"" feat.Fernweh",NOV,0,7,23
逆月,"BEMANI Sound Team ""HuΣeR"" feat.Fernweh",ADV,1,14,22
逆月,"BEMANI Sound Team ""HuΣeR"" feat.Fernweh",EXH,2,17,42
逆月,"BEMANI Sound Team ""HuΣeR"" feat.Fernweh",MXM,3,19,8
ouroboros -twin stroke of the end-,Cranky VS MASAKI「グルーヴコースター」より,NOV,0,6,15
ouroboros -twin stroke of the end-,Cranky VS MASAKI「グルーヴコースター」より,ADV,1,13,13
ouroboros -twin stroke of the end-,Cranky VS MASAKI「グルーヴコースター」より,EXH,2,16,24
ouroboros -twin stroke of the end-,Cranky VS MASAKI「グルーヴコースター」より,MXM,3,18,3
Midnight City Warfare,sky_delta,NOV,0,6,11
Midnight City Warfare,sky_delta,ADV,1,13,3
Midnight City Warfare,sky_delta,EXH,2,16,15
Midnight City Warfare,sky_delta,MXM,3,18,2
†渚の小悪魔ラヴリィ～レイディオ†,夏色ビキニのPrim,NOV,0,6,49
†渚の小悪魔ラヴリィ～レイディオ†,夏色ビキニのPrim,ADV,1,13,13
†渚の小悪魔ラヴリィ～レイディオ†,夏色ビキニのPrim,EXH,2,15,18
†渚の小悪魔ラヴリィ～レイディオ†,夏色ビキニのPrim,MXM,3,18,7
Sulk,SYUNN,NOV,0,5,7
Sulk,SYUNN,ADV,1,11,3
Sulk,SYUNN,EXH,2,14,8
Sulk,SYUNN,MXM,3,17,9
Musha Vibration,NA7,NOV,0,6,13
Musha Vibration,NA7,ADV,1,12,10
Musha Vibration,NA7,EXH,2,15,15
Musha Vibration,NA7,MXM,3,17,10
ブチ上げ候！現代忍者三姉妹,溝口ゆうま feat. みこ♡なち♡あい,NOV,0,5,12
ブチ上げ候！現代忍者三姉妹,溝口ゆうま feat. みこ♡なち♡あい,ADV,1,12,8
ブチ上げ候！現代忍者三姉妹,溝口ゆうま feat. みこ♡なち♡あい,EXH,2,14,42
ブチ上げ候！現代忍者三姉妹,溝口ゆうま feat. みこ♡なち♡あい,MXM,3,17,25
ファイナルレター,かねこちはる,NOV,0,6,15
ファイナルレター,かねこちはる,ADV,1,12,19
ファイナルレター,かねこちはる,EXH,2,16,28
ファイナルレター,かねこちはる,MXM,3,18,10
Divine's or Deal,winddrums vs cosMo,NOV,0,6,5
Divine's or Deal,winddrums vs cosMo,ADV,1,13,2
Divine's or Deal,winddrums vs cosMo,EXH,2,16,7
Divine's or Deal,winddrums vs cosMo,MXM,3,18,4
Catch Our Fire!,中島由貴,NOV,0,5,21
Catch Our Fire!,中島由貴,ADV,1,11,6
Catch Our Fire!,中島由貴,EXH,2,15,17
Catch Our Fire!,中島由貴,MXM,3,18,9
ローリンガール,wowaka,NOV,0,4,26
ローリンガール,wowaka,ADV,1,9,10
ローリンガール,wowaka,EXH,2,12,74
ローリンガール,wowaka,MXM,3,16,94
Poison AND÷OR Affection,LeaF,NOV,0,5,9
Poison AND÷OR Affection,LeaF,ADV,1,10,6
Poison AND÷OR Affection,LeaF,EXH,2,14,21
Poison AND÷OR Affection,LeaF,MXM,3,17,6
Twilight ∞ nighT(EXIT TUNES),ひとしずく×やま△,NOV,0,3,21
Twilight ∞ nighT(EXIT TUNES),ひとしずく×やま△,ADV,1,8,7
Twilight ∞ nighT(EXIT TUNES),ひとしずく×やま△,EXH,2,13,20
Twilight ∞ nighT(EXIT TUNES),ひとしずく×やま△,MXM,3,17,13
KIRAMEKI OVERDRIVE,FALL,NOV,0,3,23
KIRAMEKI OVERDRIVE,FALL,ADV,1,8,7
KIRAMEKI OVERDRIVE,FALL,EXH,2,13,20
KIRAMEKI OVERDRIVE,FALL,MXM,3,16,13
アンハッピーリフレイン,wowaka,NOV,0,5,17
アンハッピーリフレイン,wowaka,ADV,1,10,11
アンハッピーリフレイン,wowaka,EXH,2,14,32
アンハッピーリフレイン,wowaka,MXM,3,17,67
Yum Yum Sweetie,t+pazolite,NOV,0,6,4
Yum Yum Sweetie,t+pazolite,ADV,1,13,5
Yum Yum Sweetie,t+pazolite,EXH,2,15,10
Yum Yum Sweetie,t+pazolite,MXM,3,18,5
MODEL FT4,"BEMANI Sound Team ""Mutsuhiko Izumi""",NOV,0,6,2
MODEL FT4,"BEMANI Sound Team ""Mutsuhiko Izumi""",ADV,1,13,0
MODEL FT4,"BEMANI Sound Team ""Mutsuhiko Izumi""",EXH,2,16,1
MODEL FT4,"BEMANI Sound Team ""Mutsuhiko Izumi""",MXM,3,18,0
REDO the NIGHT,岸田教団＆THE明星ロケッツ,NOV,0,6,17
REDO the NIGHT,岸田教団＆THE明星ロケッツ,ADV,1,12,9
REDO the NIGHT,岸田教団＆THE明星ロケッツ,EXH,2,15,100
REDO the NIGHT,岸田教団＆THE明星ロケッツ,GRV,5,18,62
真っ白な靴,豚乙女,NOV,0,6,5
真っ白な靴,豚乙女,ADV,1,13,12
真っ白な靴,豚乙女,EXH,2,16,100
真っ白な靴,豚乙女,GRV,5,18,40
She Turns Me On,"BEMANI Sound Team ""Sota Fujimori""",NOV,0,6,10
She Turns Me On,"BEMANI Sound Team ""Sota Fujimori""",ADV,1,13,10
She Turns Me On,"BEMANI Sound Team ""Sota Fujimori""",EXH,2,15,100
She Turns Me On,"BEMANI Sound Team ""Sota Fujimori""",GRV,5,18,100
ALTONA,SOUND HOLIC Vs. SWING HOLIC,NOV,0,6,10
ALTONA,SOUND HOLIC Vs. SWING HOLIC,ADV,1,12,3
ALTONA,SOUND HOLIC Vs. SWING HOLIC,EXH,2,15,39
ALTONA,SOUND HOLIC Vs. SWING HOLIC,GRV,5,18,15
モザイクロール,DECO*27,NOV,0,3,29
モザイクロール,DECO*27,ADV,1,10,12
モザイクロール,DECO*27,EXH,2,14,57
モザイクロール,DECO*27,MXM,3,16,54
moon(EXIT TUNES),iroha(sasaki),NOV,0,2,43
moon(EXIT TUNES),iroha(sasaki),ADV,1,7,20
moon(EXIT TUNES),iroha(sasaki),EXH,2,13,30
moon(EXIT TUNES),iroha(sasaki),MXM,3,16,13
セイシュンライナー(EXIT TUNES),蝶々P meets まじ娘,NOV,0,5,12
セイシュンライナー(EXIT TUNES),蝶々P meets まじ娘,ADV,1,12,7
セイシュンライナー(EXIT TUNES),蝶々P meets まじ娘,EXH,2,15,39
セイシュンライナー(EXIT TUNES),蝶々P meets まじ娘,MXM,3,17,41
すろぉもぉしょん,ピノキオピー,NOV,0,3,28
すろぉもぉしょん,ピノキオピー,ADV,1,9,11
すろぉもぉしょん,ピノキオピー,EXH,2,14,41
すろぉもぉしょん,ピノキオピー,MXM,3,17,9
スペクトラム,エルリ鳥 (O-SE + ueda),NOV,0,4,16
スペクトラム,エルリ鳥 (O-SE + ueda),ADV,1,9,33
スペクトラム,エルリ鳥 (O-SE + ueda),EXH,2,13,22
スペクトラム,エルリ鳥 (O-SE + ueda),MXM,3,16,8
ゴーストルール,DECO*27,NOV,0,4,19
ゴーストルール,DECO*27,ADV,1,11,11
ゴーストルール,DECO*27,EXH,2,15,61
ゴーストルール,DECO*27,MXM,3,17,64
Adansonia,sweez / Meine Meinung,NOV,0,3,26
Adansonia,sweez / Meine Meinung,ADV,1,8,12
Adansonia,sweez / Meine Meinung,EXH,2,13,16
Adansonia,sweez / Meine Meinung,MXM,3,16,12
*Feels Seasickness...*,かめりあ,NOV,0,8,31
*Feels Seasickness...*,かめりあ,ADV,1,15,16
*Feels Seasickness...*,かめりあ,EXH,2,18,6
*Feels Seasickness...*,かめりあ,MXM,3,20,4
Destiny,Yooh,NOV,0,6,26
Destiny,Yooh,ADV,1,13,8
Destiny,Yooh,EXH,2,16,12
Destiny,Yooh,MXM,3,18,5
祝福の色彩は想い結ぶ君たち迄,Yu-dachi,NOV,0,6,28
祝福の色彩は想い結ぶ君たち迄,Yu-dachi,ADV,1,13,10
祝福の色彩は想い結ぶ君たち迄,Yu-dachi,EXH,2,16,22
祝福の色彩は想い結ぶ君たち迄,Yu-dachi,MXM,3,18,7
THE HEAVEN,Juggernaut.,NOV,0,5,34
THE HEAVEN,Juggernaut.,ADV,1,12,13
THE HEAVEN,Juggernaut.,EXH,2,15,32
THE HEAVEN,Juggernaut.,MXM,3,18,5
GODHEART,BlackY,NOV,0,7,30
GODHEART,BlackY,ADV,1,14,17
GODHEART,BlackY,EXH,2,17,29
GODHEART,BlackY,MXM,3,19,4
Cross Fire,Hommarju vs RoughSketch,NOV,0,7,47
Cross Fire,Hommarju vs RoughSketch,ADV,1,14,17
Cross Fire,Hommarju vs RoughSketch,EXH,2,17,14
Cross Fire,Hommarju vs RoughSketch,MXM,3,19,10
ΣmbryØ,かぼちゃ,NOV,0,8,53
ΣmbryØ,かぼちゃ,ADV,1,15,30
ΣmbryØ,かぼちゃ,EXH,2,18,16
ΣmbryØ,かぼちゃ,MXM,3,20,2
ULTRAVELOCITY,はがね,NOV,0,5,34
ULTRAVELOCITY,はがね,ADV,1,12,11
ULTRAVELOCITY,はがね,EXH,2,15,21
ULTRAVELOCITY,はがね,MXM,3,18,10
V,TAKA,NOV,0,5,22
V,TAKA,ADV,1,12,7
V,TAKA,EXH,2,15,18
V,TAKA,MXM,3,18,2
Revolution(EXIT TUNES),lapix,NOV,0,5,100
Revolution(EXIT TUNES),lapix,ADV,1,12,50
Revolution(EXIT TUNES),lapix,EXH,2,14,99
Revolution(EXIT TUNES),lapix,MXM,3,17,74
Record one's Dream,uma vs. モリモリあつし,NOV,0,5,100
Record one's Dream,uma vs. モリモリあつし,ADV,1,11,41
Record one's Dream,uma vs. モリモリあつし,EXH,2,14,100
Record one's Dream,uma vs. モリモリあつし,MXM,3,17,56
lEyl,t+pazolite feat. incl*incr,NOV,0,6,100
lEyl,t+pazolite feat. incl*incr,ADV,1,13,43
lEyl,t+pazolite feat. incl*incr,EXH,2,16,50
lEyl,t+pazolite feat. incl*incr,MXM,3,18,63
零次元エクスプレス,SOUND HOLIC feat. Nana Takahashi,NOV,0,5,100
零次元エクスプレス,SOUND HOLIC feat. Nana Takahashi,ADV,1,11,43
零次元エクスプレス,SOUND HOLIC feat. Nana Takahashi,EXH,2,14,79
零次元エクスプレス,SOUND HOLIC feat. Nana Takahashi,MXM,3,17,63
ようこそジャパリパークへ／アニメ「けものフレンズ」より,どうぶつビスケッツ×PPP,NOV,0,3,100
ようこそジャパリパークへ／アニメ「けものフレンズ」より,どうぶつビスケッツ×PPP,ADV,1,9,100
ようこそジャパリパークへ／アニメ「けものフレンズ」より,どうぶつビスケッツ×PPP,EXH,2,13,100
ようこそジャパリパークへ／アニメ「けものフレンズ」より,どうぶつビスケッツ×PPP,MXM,3,17,100
もってけ！セーラーふく／アニメ「らき☆すた」より,泉こなた（CV.平野 綾）、柊かがみ（CV.加藤 英美里）、柊つかさ（CV.福原 香織）、高良みゆき（CV.遠藤 綾）,NOV,0,3,100
もってけ！セーラーふく／アニメ「らき☆すた」より,泉こなた（CV.平野 綾）、柊かがみ（CV.加藤 英美里）、柊つかさ（CV.福原 香織）、高良みゆき（CV.遠藤 綾）,ADV,1,10,72
もってけ！セーラーふく／アニメ「らき☆すた」より,泉こなた（CV.平野 綾）、柊かがみ（CV.加藤 英美里）、柊つかさ（CV.福原 香織）、高良みゆき（CV.遠藤 綾）,EXH,2,14,100
もってけ！セーラーふく／アニメ「らき☆すた」より,泉こなた（CV.平野 綾）、柊かがみ（CV.加藤 英美里）、柊つかさ（CV.福原 香織）、高良みゆき（CV.遠藤 綾）,MXM,3,17,100
迷夢ソウル,夕月椿(EastNewSound),NOV,0,5,100
迷夢ソウル,夕月椿(EastNewSound),ADV,1,10,79
迷夢ソウル,夕月椿(EastNewSound),EXH,2,13,100
迷夢ソウル,夕月椿(EastNewSound),MXM,3,16,48
真夏の蜜と唇 fm. 希望の星は青霄に昇る,ARM (IOSYS) ft. yukina (TUMENECO),NOV,0,5,99
真夏の蜜と唇 fm. 希望の星は青霄に昇る,ARM (IOSYS) ft. yukina (TUMENECO),ADV,1,12,47
真夏の蜜と唇 fm. 希望の星は青霄に昇る,ARM (IOSYS) ft. yukina (TUMENECO),EXH,2,15,92
真夏の蜜と唇 fm. 希望の星は青霄に昇る,ARM (IOSYS) ft. yukina (TUMENECO),MXM,3,17,68
真夏の海の修道女,bermei.inazawa,NOV,0,4,100
真夏の海の修道女,bermei.inazawa,ADV,1,10,52
真夏の海の修道女,bermei.inazawa,EXH,2,14,100
真夏の海の修道女,bermei.inazawa,MXM,3,17,45
POP TEAM EPIC／アニメ「ポプテピピック」より,上坂すみれ,NOV,0,2,100
POP TEAM EPIC／アニメ「ポプテピピック」より,上坂すみれ,ADV,1,8,100
POP TEAM EPIC／アニメ「ポプテピピック」より,上坂すみれ,EXH,2,12,100
POP TEAM EPIC／アニメ「ポプテピピック」より,上坂すみれ,MXM,3,16,94
ぼくらの16bit戦争,sasakure.UK,NOV,0,5,100
ぼくらの16bit戦争,sasakure.UK,ADV,1,11,43
ぼくらの16bit戦争,sasakure.UK,EXH,2,14,80
ぼくらの16bit戦争,sasakure.UK,MXM,3,17,70
Princess Lily,溝口ゆうま feat. 大瀬良あい,NOV,0,5,100
Princess Lily,溝口ゆうま feat. 大瀬良あい,ADV,1,11,41
Princess Lily,溝口ゆうま feat. 大瀬良あい,EXH,2,15,57
Princess Lily,溝口ゆうま feat. 大瀬良あい,MXM,3,17,27
BLIZZARD BEAT,SOUND HOLIC feat. Nana Takahashi,NOV,0,5,100
BLIZZARD BEAT,SOUND HOLIC feat. Nana Takahashi,ADV,1,11,65
BLIZZARD BEAT,SOUND HOLIC feat. Nana Takahashi,EXH,2,15,100
BLIZZARD BEAT,SOUND HOLIC feat. Nana Takahashi,MXM,3,17,86
FlowerNation,ゆうゆ feat. 華,NOV,0,4,100
FlowerNation,ゆうゆ feat. 華,ADV,1,10,77
FlowerNation,ゆうゆ feat. 華,EXH,2,14,100
FlowerNation,ゆうゆ feat. 華,MXM,3,16,50
Believe (y)our Wings {GRA5P WAVES},GRACE COLORS（かめりあ ft. 紫崎 雪、藍月なくる、荒巻、ＯＲＩ姫、かなたん、駄々子、はるの、ななひら）,NOV,0,5,100
Believe (y)our Wings {GRA5P WAVES},GRACE COLORS（かめりあ ft. 紫崎 雪、藍月なくる、荒巻、ＯＲＩ姫、かなたん、駄々子、はるの、ななひら）,ADV,1,11,56
Believe (y)our Wings {GRA5P WAVES},GRACE COLORS（かめりあ ft. 紫崎 雪、藍月なくる、荒巻、ＯＲＩ姫、かなたん、駄々子、はるの、ななひら）,EXH,2,14,100
Believe (y)our Wings {GRA5P WAVES},GRACE COLORS（かめりあ ft. 紫崎 雪、藍月なくる、荒巻、ＯＲＩ姫、かなたん、駄々子、はるの、ななひら）,MXM,3,17,65
Believe (y)our Wings {V:IVID RAYS},RASIS COLORS（かめりあ ft. 紫崎 雪、ぁゅ、かぼちゃ、Kuroa*、SOPHY、みかん汁、みゅい）,NOV,0,5,100
Believe (y)our Wings {V:IVID RAYS},RASIS COLORS（かめりあ ft. 紫崎 雪、ぁゅ、かぼちゃ、Kuroa*、SOPHY、みかん汁、みゅい）,ADV,1,11,65
Believe (y)our Wings {V:IVID RAYS},RASIS COLORS（かめりあ ft. 紫崎 雪、ぁゅ、かぼちゃ、Kuroa*、SOPHY、みかん汁、みゅい）,EXH,2,14,100
