musicname,artistname,diff,difficult,level,puc_count
Believe (y)our Wings {V:IVID RAYS},RASIS COLORS（かめりあ ft. 紫崎 雪、ぁゅ、かぼちゃ、Kuroa*、SOPHY、みかん汁、みゅい）,MXM,3,17,78
bistro twins☆☆☆,OSTER project feat. かなたん,NOV,0,6,99
bistro twins☆☆☆,OSTER project feat. かなたん,ADV,1,11,34
bistro twins☆☆☆,OSTER project feat. かなたん,EXH,2,14,100
bistro twins☆☆☆,OSTER project feat. かなたん,MXM,3,17,100
Paradisus-Paradoxum／アニメ「Re:ゼロから始める異世界生活」より,MYTH & ROID,NOV,0,4,100
Paradisus-Paradoxum／アニメ「Re:ゼロから始める異世界生活」より,MYTH & ROID,ADV,1,10,100
Paradisus-Paradoxum／アニメ「Re:ゼロから始める異世界生活」より,MYTH & ROID,EXH,2,13,100
Paradisus-Paradoxum／アニメ「Re:ゼロから始める異世界生活」より,MYTH & ROID,MXM,3,17,100
抜刀,猫大樹,NOV,0,4,100
抜刀,猫大樹,ADV,1,11,65
抜刀,猫大樹,EXH,2,14,100
抜刀,猫大樹,MXM,3,16,53
ハレ晴レユカイ／アニメ「涼宮ハルヒの憂鬱」より,涼宮ハルヒ(CV.平野綾)、長門有希(CV.茅原実里)、朝比奈みくる(CV.後藤邑子),NOV,0,3,100
ハレ晴レユカイ／アニメ「涼宮ハルヒの憂鬱」より,涼宮ハルヒ(CV.平野綾)、長門有希(CV.茅原実里)、朝比奈みくる(CV.後藤邑子),ADV,1,10,100
ハレ晴レユカイ／アニメ「涼宮ハルヒの憂鬱」より,涼宮ハルヒ(CV.平野綾)、長門有希(CV.茅原実里)、朝比奈みくる(CV.後藤邑子),EXH,2,14,100
ハレ晴レユカイ／アニメ「涼宮ハルヒの憂鬱」より,涼宮ハルヒ(CV.平野綾)、長門有希(CV.茅原実里)、朝比奈みくる(CV.後藤邑子),MXM,3,17,100
Together Going My Way,DiGiTAL WiNG with 空音,NOV,0,4,100
Together Going My Way,DiGiTAL WiNG with 空音,ADV,1,10,100
Together Going My Way,DiGiTAL WiNG with 空音,EXH,2,13,100
Together Going My Way,DiGiTAL WiNG with 空音,MXM,3,16,79
全力ハッピーライフ,森羅万象,NOV,0,5,100
全力ハッピーライフ,森羅万象,ADV,1,11,80
全力ハッピーライフ,森羅万象,EXH,2,14,100
全力ハッピーライフ,森羅万象,MXM,3,17,100
scary night,岸田教団＆THE明星ロケッツ,NOV,0,6,90
scary night,岸田教団＆THE明星ロケッツ,ADV,1,11,49
scary night,岸田教団＆THE明星ロケッツ,EXH,2,14,100
scary night,岸田教団＆THE明星ロケッツ,MXM,3,17,100
すきなことだけでいいです,ピノキオピー,NOV,0,5,100
すきなことだけでいいです,ピノキオピー,ADV,1,10,72
すきなことだけでいいです,ピノキオピー,EXH,2,13,100
すきなことだけでいいです,ピノキオピー,MXM,3,16,63
Jack-the-Ripper◆,sasakure.UK,NOV,0,6,94
Jack-the-Ripper◆,sasakure.UK,ADV,1,13,25
Jack-the-Ripper◆,sasakure.UK,EXH,2,16,27
Jack-the-Ripper◆,sasakure.UK,MXM,3,18,27
消失(Hommarju Remix)(EXIT TUNES),cosMo＠暴走P,NOV,0,6,85
消失(Hommarju Remix)(EXIT TUNES),cosMo＠暴走P,ADV,1,13,45
消失(Hommarju Remix)(EXIT TUNES),cosMo＠暴走P,EXH,2,15,50
消失(Hommarju Remix)(EXIT TUNES),cosMo＠暴走P,MXM,3,18,18
シュガーソングとビターステップ／アニメ「血界戦線」より,UNISON SQUARE GARDEN,NOV,0,1,100
シュガーソングとビターステップ／アニメ「血界戦線」より,UNISON SQUARE GARDEN,ADV,1,8,100
シュガーソングとビターステップ／アニメ「血界戦線」より,UNISON SQUARE GARDEN,EXH,2,12,100
シュガーソングとビターステップ／アニメ「血界戦線」より,UNISON SQUARE GARDEN,MXM,3,16,98
クレイジークレイジーダンサーズ,ビートまりお＋あまね（COOL&CREATE）,NOV,0,6,100
クレイジークレイジーダンサーズ,ビートまりお＋あまね（COOL&CREATE）,ADV,1,12,82
クレイジークレイジーダンサーズ,ビートまりお＋あまね（COOL&CREATE）,EXH,2,15,100
クレイジークレイジーダンサーズ,ビートまりお＋あまね（COOL&CREATE）,MXM,3,17,100
GALAXY BURST(EXIT TUNES),かめりあ,NOV,0,6,100
GALAXY BURST(EXIT TUNES),かめりあ,ADV,1,13,50
GALAXY BURST(EXIT TUNES),かめりあ,EXH,2,16,56
GALAXY BURST(EXIT TUNES),かめりあ,MXM,3,18,13
GaLaXyEggPlanT,sasakure.UK,NOV,0,6,93
GaLaXyEggPlanT,sasakure.UK,ADV,1,13,39
GaLaXyEggPlanT,sasakure.UK,EXH,2,16,83
GaLaXyEggPlanT,sasakure.UK,MXM,3,18,34
君は Fantasista,杉下 トキヤ,NOV,0,6,85
君は Fantasista,杉下 トキヤ,ADV,1,12,41
君は Fantasista,杉下 トキヤ,EXH,2,15,100
君は Fantasista,杉下 トキヤ,MXM,3,17,100
ガヴリールドロップキック／アニメ「ガヴリールドロップアウト」より,ガヴリール（CV：富田美憂）、ヴィーネ（CV：大西沙織）、サターニャ（CV：大空直美）、ラフィエル（CV：花澤香菜）,NOV,0,4,100
ガヴリールドロップキック／アニメ「ガヴリールドロップアウト」より,ガヴリール（CV：富田美憂）、ヴィーネ（CV：大西沙織）、サターニャ（CV：大空直美）、ラフィエル（CV：花澤香菜）,ADV,1,10,100
ガヴリールドロップキック／アニメ「ガヴリールドロップアウト」より,ガヴリール（CV：富田美憂）、ヴィーネ（CV：大西沙織）、サターニャ（CV：大空直美）、ラフィエル（CV：花澤香菜）,EXH,2,14,100
ガヴリールドロップキック／アニメ「ガヴリールドロップアウト」より,ガヴリール（CV：富田美憂）、ヴィーネ（CV：大西沙織）、サターニャ（CV：大空直美）、ラフィエル（CV：花澤香菜）,MXM,3,17,100
Colorless feat.ももかみ,Spacelectro,NOV,0,5,100
Colorless feat.ももかみ,Spacelectro,ADV,1,12,40
Colorless feat.ももかみ,Spacelectro,EXH,2,14,67
Colorless feat.ももかみ,Spacelectro,MXM,3,17,49
Colors,REDALiCE feat.野宮あゆみ,NOV,0,4,100
Colors,REDALiCE feat.野宮あゆみ,ADV,1,10,76
Colors,REDALiCE feat.野宮あゆみ,EXH,2,14,100
Colors,REDALiCE feat.野宮あゆみ,MXM,3,16,73
怪盗Ｆの台本～消えたダイヤの謎～(EXIT TUNES),ひとしずく×やま△ feat.松下、eclair、おさむらいさん、柿チョコ、コニー、しゅーず、che:櫻井、nero、びびあん、mao（bass）、ゆう十、リシェ,NOV,0,6,89
怪盗Ｆの台本～消えたダイヤの謎～(EXIT TUNES),ひとしずく×やま△ feat.松下、eclair、おさむらいさん、柿チョコ、コニー、しゅーず、che:櫻井、nero、びびあん、mao（bass）、ゆう十、リシェ,ADV,1,11,49
怪盗Ｆの台本～消えたダイヤの謎～(EXIT TUNES),ひとしずく×やま△ feat.松下、eclair、おさむらいさん、柿チョコ、コニー、しゅーず、che:櫻井、nero、びびあん、mao（bass）、ゆう十、リシェ,EXH,2,14,100
怪盗Ｆの台本～消えたダイヤの謎～(EXIT TUNES),ひとしずく×やま△ feat.松下、eclair、おさむらいさん、柿チョコ、コニー、しゅーず、che:櫻井、nero、びびあん、mao（bass）、ゆう十、リシェ,MXM,3,18,46
only my railgun／アニメ「とある科学の超電磁砲」より,fripSide,NOV,0,2,100
only my railgun／アニメ「とある科学の超電磁砲」より,fripSide,ADV,1,9,100
only my railgun／アニメ「とある科学の超電磁砲」より,fripSide,EXH,2,12,100
only my railgun／アニメ「とある科学の超電磁砲」より,fripSide,MXM,3,16,100
On take SUN,Sampling Masters MEGA,NOV,0,6,100
On take SUN,Sampling Masters MEGA,ADV,1,13,50
On take SUN,Sampling Masters MEGA,EXH,2,16,95
On take SUN,Sampling Masters MEGA,MXM,3,18,100
Enjoy This Time,DJ Noriken feat. yukacco,NOV,0,5,100
Enjoy This Time,DJ Noriken feat. yukacco,ADV,1,11,100
Enjoy This Time,DJ Noriken feat. yukacco,EXH,2,14,100
Enjoy This Time,DJ Noriken feat. yukacco,MXM,3,17,100
vivid landscape,paraoka,NOV,0,6,93
vivid landscape,paraoka,ADV,1,12,43
vivid landscape,paraoka,EXH,2,15,53
vivid landscape,paraoka,MXM,3,17,44
雲海,椎名　豪,NOV,0,5,100
雲海,椎名　豪,ADV,1,11,59
雲海,椎名　豪,EXH,2,14,100
雲海,椎名　豪,MXM,3,17,100
伊邪那美白山姫大神,Morrigan feat. リリィ,NOV,0,5,100
伊邪那美白山姫大神,Morrigan feat. リリィ,ADV,1,12,46
伊邪那美白山姫大神,Morrigan feat. リリィ,EXH,2,15,86
伊邪那美白山姫大神,Morrigan feat. リリィ,MXM,3,17,42
ARROW RAIN,Alstroemeria Records feat.ayame,NOV,0,6,100
ARROW RAIN,Alstroemeria Records feat.ayame,ADV,1,13,83
ARROW RAIN,Alstroemeria Records feat.ayame,EXH,2,16,77
ARROW RAIN,Alstroemeria Records feat.ayame,MXM,3,18,24
Addicted Moon,Amateras Records feat.築山さえ,NOV,0,4,100
Addicted Moon,Amateras Records feat.築山さえ,ADV,1,10,60
Addicted Moon,Amateras Records feat.築山さえ,EXH,2,13,100
Addicted Moon,Amateras Records feat.築山さえ,MXM,3,16,100
RPG／アニメ「映画クレヨンしんちゃん バカうまっ！B級グルメサバイバル！！」より,SEKAI NO OWARI,NOV,0,2,100
RPG／アニメ「映画クレヨンしんちゃん バカうまっ！B級グルメサバイバル！！」より,SEKAI NO OWARI,ADV,1,10,65
RPG／アニメ「映画クレヨンしんちゃん バカうまっ！B級グルメサバイバル！！」より,SEKAI NO OWARI,EXH,2,13,100
RPG／アニメ「映画クレヨンしんちゃん バカうまっ！B級グルメサバイバル！！」より,SEKAI NO OWARI,MXM,3,16,94
無魎大数,cosMo＠暴走P,NOV,0,6,92
無魎大数,cosMo＠暴走P,ADV,1,12,36
無魎大数,cosMo＠暴走P,EXH,2,15,53
無魎大数,cosMo＠暴走P,MXM,3,18,18
ベビーステップ,ここなつ,NOV,0,5,100
ベビーステップ,ここなつ,ADV,1,11,53
ベビーステップ,ここなつ,EXH,2,14,100
ベビーステップ,ここなつ,MXM,3,17,89
び,立秋 feat.ちょこ,NOV,0,6,100
び,立秋 feat.ちょこ,ADV,1,13,57
び,立秋 feat.ちょこ,EXH,2,16,33
び,立秋 feat.ちょこ,MXM,3,18,8
ヒカリユリイカ,ここなつ,NOV,0,3,100
ヒカリユリイカ,ここなつ,ADV,1,10,86
ヒカリユリイカ,ここなつ,EXH,2,13,100
ヒカリユリイカ,ここなつ,MXM,3,16,100
120秒のエンドロール,colorless（からとP feat.脱線ぐーぅ）,NOV,0,5,100
120秒のエンドロール,colorless（からとP feat.脱線ぐーぅ）,ADV,1,11,46
120秒のエンドロール,colorless（からとP feat.脱線ぐーぅ）,EXH,2,14,100
120秒のエンドロール,colorless（からとP feat.脱線ぐーぅ）,MXM,3,17,70
Hi-Fi!!双子'S,technoplanet feat. ＯＲＩ姫 & やみん,NOV,0,5,86
Hi-Fi!!双子'S,technoplanet feat. ＯＲＩ姫 & やみん,ADV,1,10,59
Hi-Fi!!双子'S,technoplanet feat. ＯＲＩ姫 & やみん,EXH,2,14,68
Hi-Fi!!双子'S,technoplanet feat. ＯＲＩ姫 & やみん,MXM,3,16,54
熱情のサパデアード,日向美ビタースイーツ♪,NOV,0,6,97
熱情のサパデアード,日向美ビタースイーツ♪,ADV,1,12,48
熱情のサパデアード,日向美ビタースイーツ♪,EXH,2,14,96
熱情のサパデアード,日向美ビタースイーツ♪,MXM,3,17,66
TENKAICHI ULTIMATE BOSSRUSH MEDLEY,TENKAICHI LEGENDS,NOV,0,7,85
TENKAICHI ULTIMATE BOSSRUSH MEDLEY,TENKAICHI LEGENDS,ADV,1,14,44
TENKAICHI ULTIMATE BOSSRUSH MEDLEY,TENKAICHI LEGENDS,EXH,2,17,15
TENKAICHI ULTIMATE BOSSRUSH MEDLEY,TENKAICHI LEGENDS,MXM,3,19,0
スイーツはとまらない♪,日向美ビタースイーツ♪,NOV,0,4,100
スイーツはとまらない♪,日向美ビタースイーツ♪,ADV,1,11,55
スイーツはとまらない♪,日向美ビタースイーツ♪,EXH,2,14,100
スイーツはとまらない♪,日向美ビタースイーツ♪,MXM,3,16,100
Sharkbait,ryhki,NOV,0,5,100
Sharkbait,ryhki,ADV,1,12,100
Sharkbait,ryhki,EXH,2,15,100
Sharkbait,ryhki,MXM,3,17,100
革命パッショネイト,日向美ビタースイーツ♪,NOV,0,5,100
革命パッショネイト,日向美ビタースイーツ♪,ADV,1,12,70
革命パッショネイト,日向美ビタースイーツ♪,EXH,2,15,100
革命パッショネイト,日向美ビタースイーツ♪,MXM,3,17,100
50th Memorial Songs -Beginning Story-,BEMANI Sound Team,NOV,0,4,100
50th Memorial Songs -Beginning Story-,BEMANI Sound Team,ADV,1,9,69
50th Memorial Songs -Beginning Story-,BEMANI Sound Team,EXH,2,13,84
50th Memorial Songs -Beginning Story-,BEMANI Sound Team,VVD,7,16,39
SociuS,Ellim Gnirps vs よみぃ,NOV,0,6,91
SociuS,Ellim Gnirps vs よみぃ,ADV,1,12,34
SociuS,Ellim Gnirps vs よみぃ,EXH,2,15,44
SociuS,Ellim Gnirps vs よみぃ,MXM,3,18,16
翠雨の祷,Cororo feat.Yuria Miyazono,NOV,0,6,100
翠雨の祷,Cororo feat.Yuria Miyazono,ADV,1,13,58
翠雨の祷,Cororo feat.Yuria Miyazono,EXH,2,16,100
翠雨の祷,Cororo feat.Yuria Miyazono,MXM,3,18,74
Sacrifice Escape: 不条理の模倣による感情と代償,memex,NOV,0,5,100
Sacrifice Escape: 不条理の模倣による感情と代償,memex,ADV,1,11,48
Sacrifice Escape: 不条理の模倣による感情と代償,memex,EXH,2,14,100
Sacrifice Escape: 不条理の模倣による感情と代償,memex,MXM,3,17,88
Glorious Journey,古屋直雪,NOV,0,6,84
Glorious Journey,古屋直雪,ADV,1,13,33
Glorious Journey,古屋直雪,EXH,2,16,38
Glorious Journey,古屋直雪,MXM,3,18,25
Aurolla,MisoilePunch♪,NOV,0,6,79
Aurolla,MisoilePunch♪,ADV,1,13,36
Aurolla,MisoilePunch♪,EXH,2,16,34
Aurolla,MisoilePunch♪,MXM,3,18,18
Enigma II,とろまる,NOV,0,5,100
Enigma II,とろまる,ADV,1,12,49
Enigma II,とろまる,EXH,2,15,56
Enigma II,とろまる,MXM,3,17,23
港町レディ,フーリンキャットマーク,NOV,0,4,100
港町レディ,フーリンキャットマーク,ADV,1,10,54
港町レディ,フーリンキャットマーク,EXH,2,13,100
港町レディ,フーリンキャットマーク,MXM,3,16,90
VIVID DEBUT!,#EmoCosine,NOV,0,5,96
VIVID DEBUT!,#EmoCosine,ADV,1,11,58
VIVID DEBUT!,#EmoCosine,EXH,2,14,100
VIVID DEBUT!,#EmoCosine,MXM,3,17,65
ヒトリゴト／アニメ「エロマンガ先生」OP,ClariS,NOV,0,4,100
ヒトリゴト／アニメ「エロマンガ先生」OP,ClariS,ADV,1,10,94
ヒトリゴト／アニメ「エロマンガ先生」OP,ClariS,EXH,2,14,100
ヒトリゴト／アニメ「エロマンガ先生」OP,ClariS,MXM,3,17,100
Bye or not,PSYQUI feat. mikanzil,NOV,0,5,100
Bye or not,PSYQUI feat. mikanzil,ADV,1,11,60
Bye or not,PSYQUI feat. mikanzil,EXH,2,14,100
Bye or not,PSYQUI feat. mikanzil,MXM,3,17,100
君の知らない物語／アニメ「化物語」ED,supercell,NOV,0,2,100
君の知らない物語／アニメ「化物語」ED,supercell,ADV,1,9,100
君の知らない物語／アニメ「化物語」ED,supercell,EXH,2,13,100
君の知らない物語／アニメ「化物語」ED,supercell,MXM,3,16,100
Enchanté,winddrums,NOV,0,6,100
Enchanté,winddrums,ADV,1,13,38
Enchanté,winddrums,EXH,2,15,39
Enchanté,winddrums,MXM,3,18,44
アオアラシ,やどりぎ,NOV,0,6,100
アオアラシ,やどりぎ,ADV,1,13,44
アオアラシ,やどりぎ,EXH,2,15,70
アオアラシ,やどりぎ,MXM,3,18,73
50th Memorial Songs -Flagship medley-,BEMANI Sound Team,NOV,0,4,100
50th Memorial Songs -Flagship medley-,BEMANI Sound Team,ADV,1,11,41
50th Memorial Songs -Flagship medley-,BEMANI Sound Team,EXH,2,14,60
50th Memorial Songs -Flagship medley-,BEMANI Sound Team,VVD,7,16,37
50th Memorial Songs -二人の時 ～under the cherry blossoms～-,BEMANI Sound Team,NOV,0,4,100
50th Memorial Songs -二人の時 ～under the cherry blossoms～-,BEMANI Sound Team,ADV,1,11,62
50th Memorial Songs -二人の時 ～under the cherry blossoms～-,BEMANI Sound Team,EXH,2,14,82
50th Memorial Songs -二人の時 ～under the cherry blossoms～-,BEMANI Sound Team,VVD,7,16,98
50th Memorial Songs -The BEMANI History-,BEMANI Sound Team,NOV,0,5,100
50th Memorial Songs -The BEMANI History-,BEMANI Sound Team,ADV,1,12,52
50th Memorial Songs -The BEMANI History-,BEMANI Sound Team,EXH,2,14,55
50th Memorial Songs -The BEMANI History-,BEMANI Sound Team,VVD,7,17,42
Barbatos,Crawk × Capchii,NOV,0,6,84
Barbatos,Crawk × Capchii,ADV,1,13,32
Barbatos,Crawk × Capchii,EXH,2,16,44
Barbatos,Crawk × Capchii,MXM,3,18,13
Tribal Trial,Yooh,NOV,0,5,100
Tribal Trial,Yooh,ADV,1,10,76
Tribal Trial,Yooh,EXH,2,14,100
Tribal Trial,Yooh,MXM,3,17,43
ツマミ戦隊 タテレンジャー,ツマミ戦隊 タテレンジャー,NOV,0,6,92
ツマミ戦隊 タテレンジャー,ツマミ戦隊 タテレンジャー,ADV,1,12,27
ツマミ戦隊 タテレンジャー,ツマミ戦隊 タテレンジャー,EXH,2,15,40
ツマミ戦隊 タテレンジャー,ツマミ戦隊 タテレンジャー,MXM,3,18,8
Chocolate Parade,Freezer feat.妃苺,NOV,0,6,100
Chocolate Parade,Freezer feat.妃苺,ADV,1,12,48
Chocolate Parade,Freezer feat.妃苺,EXH,2,15,100
Chocolate Parade,Freezer feat.妃苺,MXM,3,17,100
シープドリーミン,テヅカ feat. 大西あみみ,NOV,0,5,100
シープドリーミン,テヅカ feat. 大西あみみ,ADV,1,10,49
シープドリーミン,テヅカ feat. 大西あみみ,EXH,2,14,100
シープドリーミン,テヅカ feat. 大西あみみ,MXM,3,17,63
THE凸GENERATOR,cosMo＠暴走P,NOV,0,7,100
THE凸GENERATOR,cosMo＠暴走P,ADV,1,14,36
THE凸GENERATOR,cosMo＠暴走P,EXH,2,17,45
THE凸GENERATOR,cosMo＠暴走P,MXM,3,19,1
Xicholauncher,隣の庭は青い(庭師+Aoi),NOV,0,6,88
Xicholauncher,隣の庭は青い(庭師+Aoi),ADV,1,12,39
Xicholauncher,隣の庭は青い(庭師+Aoi),EXH,2,15,49
Xicholauncher,隣の庭は青い(庭師+Aoi),MXM,3,18,74
clear:wings,かゆき,NOV,0,5,92
clear:wings,かゆき,ADV,1,11,40
clear:wings,かゆき,EXH,2,14,79
clear:wings,かゆき,MXM,3,17,86
Adrenaline Rush,siqlo,NOV,0,5,100
Adrenaline Rush,siqlo,ADV,1,11,39
Adrenaline Rush,siqlo,EXH,2,14,83
Adrenaline Rush,siqlo,MXM,3,17,100
Atropa bella-donna,HOUJIROU,NOV,0,6,65
Atropa bella-donna,HOUJIROU,ADV,1,13,35
Atropa bella-donna,HOUJIROU,EXH,2,16,30
Atropa bella-donna,HOUJIROU,MXM,3,18,16
Little Big Princess(DJ katsu EDIT),DiGiTAL WiNG with 空音,NOV,0,4,100
Little Big Princess(DJ katsu EDIT),DiGiTAL WiNG with 空音,ADV,1,9,87
Little Big Princess(DJ katsu EDIT),DiGiTAL WiNG with 空音,EXH,2,13,100
Little Big Princess(DJ katsu EDIT),DiGiTAL WiNG with 空音,MXM,3,16,97
DESIRE,溝口ゆうま feat. 大瀬良あい,NOV,0,6,100
DESIRE,溝口ゆうま feat. 大瀬良あい,ADV,1,11,51
DESIRE,溝口ゆうま feat. 大瀬良あい,EXH,2,14,87
DESIRE,溝口ゆうま feat. 大瀬良あい,MXM,3,17,100
諏訪大信仰,ビートまりお＋あまね（COOL&CREATE）,NOV,0,6,100
諏訪大信仰,ビートまりお＋あまね（COOL&CREATE）,ADV,1,12,47
諏訪大信仰,ビートまりお＋あまね（COOL&CREATE）,EXH,2,15,100
諏訪大信仰,ビートまりお＋あまね（COOL&CREATE）,MXM,3,18,48
Sweetest Paranoia,Amateras Records feat.築山さえ×抹(魂音泉),NOV,0,4,100
Sweetest Paranoia,Amateras Records feat.築山さえ×抹(魂音泉),ADV,1,10,67
Sweetest Paranoia,Amateras Records feat.築山さえ×抹(魂音泉),EXH,2,14,100
Sweetest Paranoia,Amateras Records feat.築山さえ×抹(魂音泉),MXM,3,16,75
Get over!!,猫大樹,NOV,0,3,100
Get over!!,猫大樹,ADV,1,10,82
Get over!!,猫大樹,EXH,2,13,100
Get over!!,猫大樹,MXM,3,16,100
ΩBIRD,SOUND HOLIC feat. Nana Takahashi,NOV,0,6,100
ΩBIRD,SOUND HOLIC feat. Nana Takahashi,ADV,1,12,47
ΩBIRD,SOUND HOLIC feat. Nana Takahashi,EXH,2,15,100
ΩBIRD,SOUND HOLIC feat. Nana Takahashi,MXM,3,17,74
悪戯センセーション,森羅万象,NOV,0,6,100
悪戯センセーション,森羅万象,ADV,1,12,64
悪戯センセーション,森羅万象,EXH,2,14,100
悪戯センセーション,森羅万象,MXM,3,17,94
To:BrandNewDeadline,せいぎのあおぢる,NOV,0,6,99
To:BrandNewDeadline,せいぎのあおぢる,ADV,1,13,50
To:BrandNewDeadline,せいぎのあおぢる,EXH,2,16,69
To:BrandNewDeadline,せいぎのあおぢる,MXM,3,18,20
Barbless Ego,MAD CHILD,NOV,0,6,100
Barbless Ego,MAD CHILD,ADV,1,13,65
Barbless Ego,MAD CHILD,EXH,2,15,100
Barbless Ego,MAD CHILD,GRV,5,18,79
Circulator,Reaper,NOV,0,5,100
Circulator,Reaper,ADV,1,12,57
Circulator,Reaper,EXH,2,15,97
Circulator,Reaper,MXM,3,17,24
Cloud Crasher,Hommarju,NOV,0,6,97
Cloud Crasher,Hommarju,ADV,1,13,66
Cloud Crasher,Hommarju,EXH,2,16,100
Cloud Crasher,Hommarju,GRV,5,18,23
Into The Madness,Yuta Imai,NOV,0,5,100
Into The Madness,Yuta Imai,ADV,1,12,79
Into The Madness,Yuta Imai,EXH,2,14,100
Into The Madness,Yuta Imai,MXM,3,17,71
アライヴ,あらいぐまファクトリー feat. okogeeechann,NOV,0,4,100
アライヴ,あらいぐまファクトリー feat. okogeeechann,ADV,1,11,72
アライヴ,あらいぐまファクトリー feat. okogeeechann,EXH,2,14,100
アライヴ,あらいぐまファクトリー feat. okogeeechann,MXM,3,16,100
弱虫モンブラン,DECO*27,NOV,0,4,100
弱虫モンブラン,DECO*27,ADV,1,10,84
弱虫モンブラン,DECO*27,EXH,2,13,100
弱虫モンブラン,DECO*27,MXM,3,16,100
妄想税,DECO*27,NOV,0,4,100
妄想税,DECO*27,ADV,1,11,47
妄想税,DECO*27,EXH,2,14,99
妄想税,DECO*27,MXM,3,16,100
FIRST：DREAMS,uma vs. モリモリあつし,NOV,0,6,85
FIRST：DREAMS,uma vs. モリモリあつし,ADV,1,13,39
FIRST：DREAMS,uma vs. モリモリあつし,EXH,2,16,61
FIRST：DREAMS,uma vs. モリモリあつし,MXM,3,18,30
ストリーミングハート,DECO*27,NOV,0,5,100
ストリーミングハート,DECO*27,ADV,1,12,49
ストリーミングハート,DECO*27,EXH,2,14,98
ストリーミングハート,DECO*27,MXM,3,17,64
JǛPITΨR ♃ GЯÃVITÝ,YumAeL ex. 溝口ゆうま,NOV,0,5,96
JǛPITΨR ♃ GЯÃVITÝ,YumAeL ex. 溝口ゆうま,ADV,1,13,68
JǛPITΨR ♃ GЯÃVITÝ,YumAeL ex. 溝口ゆうま,EXH,2,16,70
JǛPITΨR ♃ GЯÃVITÝ,YumAeL ex. 溝口ゆうま,MXM,3,18,18
empty,Λerdammt,NOV,0,5,100
empty,Λerdammt,ADV,1,11,74
empty,Λerdammt,EXH,2,14,100
empty,Λerdammt,MXM,3,17,48
rE:Voltagers,Tanchiky,NOV,0,6,94
rE:Voltagers,Tanchiky,ADV,1,13,37
rE:Voltagers,Tanchiky,EXH,2,16,100
rE:Voltagers,Tanchiky,GRV,5,18,72
Liar rain,しーけー,NOV,0,6,94
Liar rain,しーけー,ADV,1,12,32
Liar rain,しーけー,EXH,2,15,100
Liar rain,しーけー,GRV,5,18,14
V Sen5eS,MasKaleido VS 709sec.,NOV,0,6,100
V Sen5eS,MasKaleido VS 709sec.,ADV,1,13,51
V Sen5eS,MasKaleido VS 709sec.,EXH,2,15,82
V Sen5eS,MasKaleido VS 709sec.,MXM,3,18,40
Sunflower Vibes,Dustvoxx,NOV,0,5,97
Sunflower Vibes,Dustvoxx,ADV,1,12,56
Sunflower Vibes,Dustvoxx,EXH,2,15,80
Sunflower Vibes,Dustvoxx,MXM,3,17,26
